time_period_start,price_open,price_high,price_low,price_close,volume_traded
2024-05-24T00:00:00.0000000Z,67932.79,67992.83,66587.91,67701.82,3950.85201828
2024-05-23T00:00:00.0000000Z,69141.8,70066.95,66259.0,67940.45,13367.68213777
2024-05-22T00:00:00.0000000Z,70146.89,70620.38,68887.52,69111.14,7275.14369688001
2024-05-21T00:00:00.0000000Z,71432.16,71980.0,69146.01,70142.84,11579.41381659
2024-05-20T00:00:00.0000000Z,66260.66,71560.9,66057.03,71432.17,15036.67453775
2024-05-19T00:00:00.0000000Z,66954.96,67683.12,65852.02,66257.9,2052.53561633
2024-05-18T00:00:00.0000000Z,67046.34,67401.08,66624.06,66931.77,2288.48134374
2024-05-17T00:00:00.0000000Z,65252.17,67500.0,65113.46,67072.73,7932.19312719
2024-05-16T00:00:00.0000000Z,66244.68,66772.83,64588.5,65252.18,9233.18427145002
2024-05-15T00:00:00.0000000Z,61542.98,66480.0,61299.57,66244.69,13063.88012757
2024-05-14T00:00:00.0000000Z,62927.43,63103.02,61024.51,61539.84,8695.90649124
2024-05-13T00:00:00.0000000Z,61453.01,63456.18,60738.51,62932.37,6645.736634
2024-05-12T00:00:00.0000000Z,60815.1,61815.57,60576.05,61454.17,1432.52226469
2024-05-11T00:00:00.0000000Z,60787.99,61482.0,60459.45,60814.63,1474.94251857
2024-05-10T00:00:00.0000000Z,63038.11,63463.06,60150.0,60787.47,7695.11267244
2024-05-09T00:00:00.0000000Z,61122.61,63424.14,60608.01,63074.23,4716.59877199
2024-05-08T00:00:00.0000000Z,62315.75,63013.05,60851.04,61169.53,5224.77547639
2024-05-07T00:00:00.0000000Z,63157.87,64415.06,62252.64,62315.76,5818.31828664
2024-05-06T00:00:00.0000000Z,64028.9,65487.99,62704.48,63154.63,8792.51073132999
2024-05-05T00:00:00.0000000Z,63902.88,64636.75,62908.34,64023.45,4349.63215488998
2024-05-04T00:00:00.0000000Z,62914.25,64546.0,62565.82,63902.88,6274.15067304
2024-05-03T00:00:00.0000000Z,59070.3,63365.72,58821.05,62913.03,15331.14754458
2024-05-02T00:00:00.0000000Z,58267.81,59641.03,56903.79,59071.89,10272.5895463
2024-05-01T00:00:00.0000000Z,60621.2,60785.49,56500.0,58265.59,25358.78620069
2024-04-30T00:00:00.0000000Z,63845.01,64727.81,59040.3,60622.1,21084.9025166
2024-04-29T00:00:00.0000000Z,62573.93,64200.0,61741.01,63844.86,7866.08037441
2024-04-25T00:00:00.0000000Z,64255.77,64952.19,62747.18,64620.18,10569.85818045
2024-04-24T00:00:00.0000000Z,66418.0,67077.97,63542.56,64255.78,15083.5524347
2024-04-23T00:00:00.0000000Z,66856.07,67225.66,65823.66,66414.16,8839.09815219999
2024-04-22T00:00:00.0000000Z,64952.92,67272.73,64520.0,66859.17,10976.85055919
2024-04-21T00:00:00.0000000Z,64960.82,65725.81,64250.0,64952.92,4484.6850638
2024-04-20T00:00:00.0000000Z,63841.96,65463.08,63121.15,64968.87,5157.40726514
2024-04-19T00:00:00.0000000Z,63514.84,65498.99,59573.32,63848.37,22829.50054339
2024-04-18T00:00:00.0000000Z,61275.73,64210.0,60816.07,63513.85,15237.62584365
2024-04-17T00:00:00.0000000Z,63815.94,64524.14,59648.33,61279.35,21800.77459069
2024-04-16T00:00:00.0000000Z,63467.5,64400.0,61645.09,63814.94,16635.14962061
2024-04-15T00:00:00.0000000Z,65764.56,66920.27,62316.04,63439.53,16421.08867875
2024-04-14T00:00:00.0000000Z,64021.36,65890.91,62150.0,65777.05,15935.11818694
2024-04-13T00:00:00.0000000Z,67148.62,67962.56,60822.01,64011.69,17228.60539826
2024-04-12T00:00:00.0000000Z,70020.71,71265.74,65111.0,67148.61,15037.43374228
2024-04-11T00:00:00.0000000Z,70638.4,71268.92,69530.0,70020.73,10101.13070311
2024-04-10T00:00:00.0000000Z,69115.79,71159.6,67463.07,70634.04,13440.13042185
2024-04-09T00:00:00.0000000Z,71616.31,71738.8,68200.0,69117.01,11095.73669891
2024-04-08T00:00:00.0000000Z,69350.36,72777.0,69037.33,71622.53,14938.7881911
2024-04-07T00:00:00.0000000Z,68919.57,70309.47,68846.23,69350.34,5310.67727039
2024-04-06T00:00:00.0000000Z,67856.51,69685.0,67469.19,68919.89,3683.82737797001
2024-04-05T00:00:00.0000000Z,68528.69,68783.99,66000.0,67856.51,13386.19366512
2024-04-04T00:00:00.0000000Z,65984.18,69367.19,65073.95,68525.23,16736.73583542
2024-04-03T00:00:00.0000000Z,65472.0,66944.06,64500.0,65987.92,13479.17972465
2024-04-02T00:00:00.0000000Z,69681.85,69711.0,64521.61,65464.14,20476.77119932
2024-04-01T00:00:00.0000000Z,71291.5,71313.8,68055.15,69681.82,13734.73750239
2024-03-31T00:00:00.0000000Z,69623.86,71399.91,69587.86,71291.45,4424.66955381999
2024-03-30T00:00:00.0000000Z,69903.74,70363.25,69569.03,69626.87,3261.88734139
2024-03-29T00:00:00.0000000Z,70804.06,70941.7,69036.95,69903.75,7348.42798586
2024-03-28T00:00:00.0000000Z,69437.16,71635.99,68841.01,70801.18,15174.38348199
2024-03-27T00:00:00.0000000Z,69994.9,71789.85,68369.62,69435.96,16876.32059023
2024-03-26T00:00:00.0000000Z,69895.6,71582.96,69269.69,69992.4,15644.91221862
2024-03-25T00:00:00.0000000Z,67212.69,71269.92,66381.84,69890.28,22214.45267626
2024-03-24T00:00:00.0000000Z,63998.89,67637.6,63785.57,67204.93,6533.7223435
2024-03-23T00:00:00.0000000Z,63814.56,66029.09,63013.19,63998.86,7372.02100859
2024-03-22T00:00:00.0000000Z,65478.98,66651.1,62258.36,63814.56,17787.15268062
2024-03-21T00:00:00.0000000Z,67855.88,68234.56,64525.0,65484.7,14036.99860458
2024-03-20T00:00:00.0000000Z,61902.57,68150.0,60771.14,67858.8,38568.80135257
2024-03-19T00:00:00.0000000Z,67609.37,68136.39,61506.0,61906.27,40052.0996184
2024-03-18T00:00:00.0000000Z,68354.29,68933.71,66562.65,67613.04,20033.91276474
2024-03-17T00:00:00.0000000Z,65254.22,68877.82,64505.0,68343.64,12631.85084112
2024-03-16T00:00:00.0000000Z,69514.87,70050.0,64774.05,65254.22,16529.33581832
2024-03-15T00:00:00.0000000Z,71364.58,72414.96,65565.7,69506.88,40174.12999512
2024-03-14T00:00:00.0000000Z,73135.04,73835.57,68454.47,71364.58,34224.05273958
2024-03-13T00:00:00.0000000Z,71473.43,73709.99,71337.3,73135.04,16906.12555345
2024-03-12T00:00:00.0000000Z,72110.97,73027.63,68603.0,71475.93,16126.77493912
2024-03-11T00:00:00.0000000Z,69032.8,72943.98,67112.21,72101.66,14849.78482268
2024-03-10T00:00:00.0000000Z,68480.01,69999.0,68221.13,69032.12,8040.36887071
2024-03-09T00:00:00.0000000Z,68289.16,68700.41,68047.62,68480.0,7486.40324979
2024-03-08T00:00:00.0000000Z,66938.21,70199.0,66197.54,68289.16,28948.90382048
2024-03-07T00:00:00.0000000Z,66115.48,68098.09,65673.15,66938.21,12529.71877059
2024-03-06T00:00:00.0000000Z,63802.15,67651.02,62832.39,66122.28,15499.59014903
2024-03-05T00:00:00.0000000Z,68356.7,69324.58,59236.0,63800.78,37329.6698984
2024-03-04T00:00:00.0000000Z,63155.74,68602.98,62714.16,68360.14,29047.25801159
2024-03-03T00:00:00.0000000Z,62045.77,63259.99,61388.0,63154.49,6763.47782642
2024-03-02T00:00:00.0000000Z,62439.74,62500.0,61623.39,62045.78,6677.99195046999
2024-03-01T00:00:00.0000000Z,61179.03,63267.18,60788.33,62436.72,24661.06365492
2024-02-29T00:00:00.0000000Z,62520.07,63675.48,60355.61,61179.03,36678.2877493099
2024-02-28T00:00:00.0000000Z,57077.08,64100.0,56723.48,62518.9,44912.52301192
2024-02-27T00:00:00.0000000Z,54530.32,57646.81,54490.8,57077.07,28456.76563291
2024-02-26T00:00:00.0000000Z,51730.96,54980.0,50901.23,54533.48,22421.13729741
2024-02-25T00:00:00.0000000Z,51568.63,51967.82,51275.01,51731.0,3617.40106809
2024-02-24T00:00:00.0000000Z,50746.98,51696.19,50576.55,51570.65,3448.96576791
2024-02-23T00:00:00.0000000Z,51260.29,51512.68,50513.01,50747.05,10090.75363793
2024-02-22T00:00:00.0000000Z,51851.46,52076.0,50905.65,51258.7,13104.50774893
2024-02-21T00:00:00.0000000Z,52277.53,52394.91,50628.6,51851.67,13705.44668839
2024-02-20T00:00:00.0000000Z,51787.05,53000.0,50764.01,52277.52,15817.68119475
2024-02-19T00:00:00.0000000Z,52153.63,52501.01,51687.98,51787.05,6008.86451962001
2024-02-18T00:00:00.0000000Z,51666.23,52400.0,51174.38,52153.63,3997.17143898
2024-02-17T00:00:00.0000000Z,52165.44,52214.05,50642.36,51666.22,5375.1248122
2024-02-16T00:00:00.0000000Z,51935.23,52608.2,51597.87,52162.64,13816.27351282
2024-02-15T00:00:00.0000000Z,51858.51,52890.0,51353.49,51934.29,18463.3965422
2024-02-14T00:00:00.0000000Z,49724.55,52111.0,49253.92,51858.59,20217.66397025
